"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"307",284,25,13,5,2,48,7,179,3,233,15,2,18,106,3,107,2,42,10,24,93,5,1,8,2,20,2,22,9,7,20,0,84,826,119,3,83,5,5,9,21,14,30,12,0,7,4,8,5,177,7,69,32,183,15,4,3,2,204,4,18,0,59,209,5,2,2,13,27,11,7,5,10,33,9,1,502,1,9,3,22,3,52,14,1,11,2,5,143,1,7,8,3,13,49,4,7,305,10,5,7,32,12,7,17,4,21,28,9,20
"308",276,23,14,2,4,44,4,223,6,250,12,16,12,70,8,118,4,81,1,22,141,7,1,3,4,19,4,31,11,12,21,14,81,779,104,0,89,9,3,10,38,9,15,8,9,4,5,8,8,167,3,38,24,185,19,4,4,5,208,2,14,3,62,254,2,4,3,6,22,22,11,3,1,35,26,6,399,3,6,16,5,5,38,18,4,6,11,2,124,3,3,1,7,12,33,13,8,351,24,11,6,31,2,10,17,0,17,24,6,14
"309",275,21,23,2,3,41,13,208,3,213,13,4,16,75,3,116,7,51,2,8,115,19,4,6,2,20,3,18,11,1,29,7,87,770,102,3,67,7,0,7,26,8,14,11,1,13,0,7,0,195,3,65,47,232,18,2,6,4,183,5,14,4,41,236,7,1,9,10,32,25,7,2,9,53,10,1,466,2,14,7,16,1,47,17,10,13,7,7,129,6,8,4,5,4,23,12,5,341,20,10,10,31,9,5,14,9,19,15,7,31
"310",314,11,31,8,0,53,17,209,0,208,14,5,13,82,5,97,2,71,3,19,107,0,1,6,2,17,0,44,32,25,23,6,78,748,85,10,89,5,2,6,26,6,16,8,4,6,0,9,7,212,4,55,25,230,20,5,1,5,208,3,5,1,37,215,6,1,4,12,31,11,9,4,4,27,8,0,482,2,5,9,5,4,35,17,10,2,4,6,140,8,5,3,11,17,25,9,13,315,14,6,10,45,5,9,34,5,19,13,11,29
"311",281,30,9,2,2,63,22,218,10,221,9,7,17,77,3,102,3,65,4,20,110,3,6,5,3,20,4,33,11,8,21,9,97,809,96,1,75,22,14,4,31,18,7,6,1,14,3,5,10,175,3,63,37,170,18,2,1,0,221,2,11,12,48,218,3,9,0,7,26,18,4,5,6,38,5,7,426,12,7,4,8,4,45,4,14,10,2,0,123,6,4,4,9,19,34,10,11,337,7,9,2,59,10,14,5,4,23,24,9,21
"312",279,23,24,1,8,48,11,210,2,231,14,10,18,81,7,105,2,68,8,34,111,4,7,14,4,8,4,28,13,10,23,4,127,703,111,2,102,5,5,6,45,15,28,8,0,6,0,5,9,204,11,47,20,196,24,7,0,7,193,1,16,5,51,192,16,4,5,17,23,14,11,8,3,48,9,5,430,5,4,12,7,7,33,16,1,15,3,5,124,0,9,1,8,9,40,8,4,351,16,2,3,35,5,2,14,3,32,32,10,26
"313",295,19,19,1,2,42,23,194,5,262,17,2,23,134,4,88,1,35,4,22,104,8,8,3,5,16,11,50,19,3,21,8,79,685,112,4,87,14,3,7,13,10,18,9,7,12,2,6,4,233,3,85,34,208,19,0,0,13,206,4,2,9,64,216,7,2,3,6,25,35,7,2,8,47,6,5,411,4,10,4,13,5,34,13,4,7,14,4,122,5,1,9,7,19,38,12,12,311,19,3,3,36,7,4,5,8,22,21,15,29
"314",283,20,12,8,2,47,11,224,5,229,17,3,21,86,4,109,2,42,0,15,92,1,1,3,9,20,9,32,6,7,11,1,71,797,126,1,65,3,0,22,39,5,23,8,0,15,1,6,16,181,1,68,23,205,23,9,3,3,217,4,15,4,54,216,8,5,3,12,35,19,16,3,12,32,5,3,422,1,12,3,7,7,43,8,2,7,7,8,116,1,5,6,15,6,42,12,10,374,22,8,3,52,6,2,2,4,21,27,12,18
"315",325,19,19,5,9,62,19,208,2,240,13,6,26,74,5,84,2,68,6,16,113,7,1,8,4,21,5,36,15,9,18,13,81,710,111,4,40,9,10,20,33,10,9,8,9,6,12,9,1,178,3,43,34,201,26,4,7,4,177,0,12,3,31,252,3,6,5,9,23,28,17,5,5,33,9,3,436,2,5,5,9,3,51,15,8,21,5,2,140,6,3,4,12,8,35,12,7,357,17,4,5,59,11,6,19,5,26,16,4,21
"316",312,33,16,11,5,66,8,194,10,237,17,1,23,87,8,105,2,55,1,27,107,7,1,7,1,17,2,37,17,11,28,2,92,789,103,3,74,12,2,7,31,11,13,4,8,6,4,7,1,182,5,74,39,184,12,5,5,2,191,2,7,6,42,225,2,2,9,4,25,34,7,5,3,44,7,5,408,4,12,7,12,3,43,5,2,8,12,2,134,6,3,2,8,10,42,14,10,327,14,5,10,29,11,9,18,4,20,18,5,33
"317",306,8,18,0,4,56,10,230,5,239,6,6,21,75,4,103,1,70,4,22,96,9,6,6,3,13,2,32,9,15,27,5,86,758,98,2,79,6,2,6,41,8,20,5,5,10,0,17,5,172,7,59,25,174,14,8,4,5,209,7,13,1,64,276,8,3,7,8,13,19,8,6,14,29,7,6,411,1,3,6,8,11,32,5,6,12,2,9,132,5,4,7,4,21,56,10,9,349,7,3,8,30,7,4,24,12,19,13,15,30
"318",331,17,18,0,2,58,12,204,1,184,10,7,19,71,4,96,1,41,12,15,93,2,8,9,2,7,9,34,22,18,25,1,88,771,78,1,83,9,2,5,27,13,29,15,5,5,10,6,6,189,19,67,26,191,23,1,3,3,239,6,11,1,48,206,1,10,7,10,28,22,17,3,22,40,8,6,442,2,12,7,16,3,44,14,4,15,3,2,114,3,12,1,14,26,34,5,13,367,12,7,3,35,4,5,9,4,22,9,14,30
"319",273,41,14,7,4,38,8,184,8,236,7,7,28,90,10,116,1,69,8,17,99,4,8,7,2,30,5,39,10,11,31,11,87,713,111,1,92,11,1,5,28,8,21,8,0,8,6,10,1,183,6,58,36,209,7,7,0,8,182,3,12,4,49,213,9,1,6,11,28,37,7,3,8,30,10,6,472,4,10,4,5,4,29,9,7,9,7,4,146,14,1,4,10,15,50,12,8,337,16,2,4,46,10,7,14,6,13,12,6,36
"320",330,18,27,6,7,50,1,187,7,200,12,13,18,65,1,115,8,54,5,14,125,2,2,5,4,17,8,33,1,16,22,3,86,782,103,1,81,5,7,15,34,9,8,6,2,2,2,11,4,184,1,55,28,215,21,5,3,2,172,3,15,3,60,237,3,1,6,4,37,25,1,7,8,31,5,2,482,5,13,5,14,4,53,13,15,5,3,2,151,12,4,5,9,14,26,15,7,337,13,4,5,31,8,4,9,3,12,14,3,32
"321",311,17,28,7,1,46,7,224,7,244,7,5,28,75,6,87,0,47,3,10,120,5,5,5,12,17,1,21,12,8,18,6,98,745,99,10,79,1,1,2,38,23,20,3,6,6,2,4,4,202,10,67,39,211,24,3,3,2,180,6,11,11,39,240,4,3,12,11,19,19,13,3,10,34,4,3,449,3,10,0,0,3,29,14,7,17,6,11,108,7,2,1,4,21,38,7,6,343,21,1,7,37,2,6,21,9,28,25,3,40
"322",300,12,17,7,3,74,9,209,1,245,3,11,11,121,6,104,2,71,1,15,99,3,2,11,1,21,7,29,12,5,23,8,59,722,90,2,93,7,1,2,36,25,20,6,6,2,4,8,3,180,3,52,24,198,16,0,11,10,206,6,9,5,57,268,8,1,13,8,13,23,12,2,10,35,7,8,465,0,19,7,15,4,53,6,5,6,1,2,138,1,1,3,11,15,36,8,14,328,11,3,3,44,12,4,5,4,6,19,9,28
"323",321,21,19,2,1,52,6,192,6,260,7,9,21,84,10,126,6,57,3,12,127,3,10,6,13,18,4,37,20,6,14,6,68,781,99,8,85,2,8,2,34,4,17,8,8,6,4,12,4,157,6,48,30,169,22,8,6,1,176,0,12,8,35,214,5,7,3,5,34,18,19,19,10,34,5,2,413,5,16,3,10,3,34,8,4,18,2,2,149,4,4,3,3,13,50,9,15,365,15,8,1,47,11,7,8,15,23,26,3,21
"324",319,31,12,8,4,50,12,216,2,216,19,14,25,84,14,101,7,44,0,12,95,8,13,5,7,27,10,34,19,4,16,2,83,828,67,1,89,7,2,2,36,7,10,5,6,6,0,6,3,214,6,42,39,171,23,2,5,2,186,8,10,5,62,192,2,2,5,8,21,26,14,2,9,30,14,6,408,8,12,10,15,2,31,13,2,17,10,2,159,16,6,6,11,16,37,22,13,310,21,5,4,44,9,2,16,10,18,27,7,17
"325",319,26,20,6,1,48,15,199,6,179,14,10,18,96,8,103,2,51,1,33,108,5,6,1,1,28,2,28,20,12,23,2,73,750,101,0,102,1,5,8,29,4,27,1,4,3,4,7,2,187,10,51,27,236,24,14,10,5,207,2,7,7,58,227,12,2,17,8,25,25,8,4,5,34,4,6,445,7,7,10,14,0,50,8,6,12,10,4,119,5,4,4,8,9,43,8,9,313,12,5,4,43,13,7,11,1,14,20,7,34
"326",296,30,39,3,1,32,8,222,3,260,13,1,12,63,5,88,10,55,1,9,94,7,5,3,6,11,9,51,11,5,28,1,94,812,90,7,94,16,2,5,37,11,6,4,3,9,6,2,1,179,7,43,40,187,25,3,3,8,188,3,14,3,64,223,6,9,7,5,33,22,5,10,7,32,14,0,418,1,11,10,12,1,30,12,9,13,5,2,135,3,3,14,4,32,50,7,8,327,12,13,5,35,13,7,16,8,14,16,17,16
"327",317,28,21,3,4,49,14,236,5,261,9,10,21,67,3,82,4,61,5,15,96,12,1,6,4,13,11,27,24,13,24,2,95,726,85,7,80,14,3,6,19,24,21,1,2,5,12,4,2,211,6,59,29,227,14,5,3,0,209,6,6,5,36,213,8,5,9,5,27,20,11,6,9,41,12,2,413,2,13,3,14,0,54,5,4,3,8,1,157,16,1,3,11,8,30,14,14,313,26,19,13,28,6,2,6,6,14,20,8,27
"328",328,23,16,4,15,51,9,187,4,210,15,4,24,77,6,92,9,81,0,6,103,11,0,9,7,18,2,46,11,7,33,1,78,741,74,4,62,2,4,1,25,9,19,14,1,1,3,10,2,164,10,43,22,272,24,6,5,6,192,8,16,5,71,219,10,10,11,14,25,22,7,9,3,32,9,4,473,5,21,12,6,5,33,8,8,11,14,2,125,3,9,6,10,8,63,9,3,319,15,8,3,46,9,3,16,2,12,29,11,15
"329",275,13,20,3,6,46,16,207,5,227,6,8,22,88,0,104,3,56,7,10,141,5,5,9,6,20,6,28,10,6,17,8,93,831,92,3,69,7,0,4,31,9,14,15,9,6,10,4,4,223,2,60,25,206,24,7,2,6,191,0,15,5,56,230,6,3,6,6,39,31,9,3,9,36,11,4,403,15,19,5,5,6,27,12,6,14,9,6,137,4,5,1,7,16,30,17,4,290,12,5,1,52,8,2,7,10,18,17,1,30
"330",325,28,10,7,9,48,6,220,2,240,4,6,19,73,1,98,9,60,0,16,127,4,4,3,6,11,2,35,9,8,30,3,78,795,94,7,77,2,3,9,17,21,10,4,17,7,1,11,3,175,10,40,25,224,22,1,3,2,180,0,9,7,61,218,0,4,10,15,45,32,11,14,6,36,4,2,434,11,6,15,21,0,50,11,2,13,0,8,121,2,6,2,8,10,34,12,7,309,10,17,15,43,6,3,14,2,25,18,13,17
"331",316,21,19,1,2,54,15,206,1,227,8,8,12,70,4,79,7,56,2,15,117,7,4,4,9,11,4,33,7,3,13,2,84,771,87,1,66,9,4,8,34,15,18,5,16,2,2,15,1,190,6,57,45,231,9,5,8,3,201,3,16,2,47,218,12,6,14,3,27,21,3,6,10,44,9,6,471,1,9,9,15,5,30,9,5,11,4,2,150,10,0,8,9,11,36,14,3,343,20,6,9,31,9,12,12,10,20,18,5,16
"332",314,26,29,4,3,48,13,210,3,218,14,8,14,101,11,101,3,41,2,13,115,2,11,3,8,28,4,18,17,6,27,2,85,764,80,4,52,6,4,5,32,7,9,11,12,6,2,2,1,189,12,55,50,238,20,5,5,7,198,5,15,8,57,247,4,1,4,11,33,23,9,1,10,31,21,2,420,9,17,3,10,6,32,3,4,16,12,4,148,1,6,8,2,12,59,23,7,290,3,5,6,43,7,2,27,2,25,3,6,19
"333",281,13,12,2,2,62,12,187,1,244,12,7,25,72,17,109,10,55,4,15,118,15,6,6,1,17,3,33,9,8,24,7,81,758,86,0,86,4,1,9,22,17,10,9,3,3,11,8,3,165,11,88,42,185,18,6,7,1,211,3,9,6,46,196,5,1,2,15,42,17,8,0,9,34,12,2,476,4,12,1,22,2,29,10,5,7,11,4,128,2,11,1,10,19,33,15,23,352,23,8,7,43,6,1,14,2,23,23,10,22
"334",310,18,21,2,4,65,2,208,3,234,11,8,16,74,9,122,4,69,2,26,121,7,4,9,5,10,5,43,5,13,14,2,91,758,130,4,84,3,8,6,47,6,23,2,6,8,5,13,2,155,6,68,34,205,8,6,0,3,213,5,6,9,33,215,4,4,6,15,39,46,8,12,14,43,4,3,381,6,15,7,9,2,30,13,2,8,18,9,131,5,4,5,5,3,47,16,14,337,21,4,6,26,5,2,11,2,15,19,3,13
"335",304,30,10,7,3,54,16,176,6,236,8,4,19,100,8,109,6,47,0,21,76,11,8,8,3,6,4,44,10,13,24,4,89,749,95,1,89,5,0,7,39,14,30,6,2,6,2,9,4,202,12,56,42,179,11,4,2,7,242,4,17,6,46,240,1,10,24,15,34,23,6,5,6,33,7,5,419,1,9,4,13,1,30,7,4,9,6,5,140,4,4,4,4,21,27,8,21,323,8,8,4,46,16,1,9,3,28,22,9,21
"336",246,26,13,7,0,42,11,201,6,240,18,8,12,82,4,103,2,42,4,31,99,26,6,7,2,11,12,44,13,16,30,1,102,758,118,7,68,4,0,10,46,10,18,10,3,7,4,10,10,192,5,45,36,242,22,2,5,1,180,6,9,14,47,259,2,4,4,2,34,22,5,3,4,28,11,4,399,8,12,5,11,2,38,9,2,2,3,5,114,10,4,4,11,12,17,11,10,373,18,19,5,45,3,11,24,0,19,24,2,30
"337",279,15,18,0,3,56,7,239,4,238,13,8,13,86,4,104,5,36,4,11,107,17,2,5,4,25,4,43,13,10,31,11,115,764,87,1,70,9,4,14,25,5,20,12,8,4,8,8,7,195,4,73,30,197,15,6,4,10,215,1,5,9,32,224,4,3,12,12,25,23,14,0,3,30,14,2,440,1,3,12,10,4,43,12,10,16,3,6,135,6,8,2,2,15,38,13,7,294,11,3,4,47,7,4,9,1,23,38,1,34
"338",299,37,17,5,1,48,22,208,5,223,12,7,20,95,3,101,2,55,5,9,127,10,14,3,3,9,5,34,8,16,23,6,101,828,100,7,59,1,2,10,31,5,12,5,8,7,9,8,2,157,5,66,33,206,16,7,7,5,185,5,9,10,47,218,12,1,8,27,32,30,7,5,5,30,8,1,407,4,14,4,6,3,27,12,2,8,4,14,100,2,6,7,2,13,44,11,5,344,15,7,11,32,12,4,18,6,26,16,13,32
"339",325,15,20,7,0,52,7,198,2,242,15,5,28,95,2,85,1,52,1,12,110,12,3,3,3,14,5,43,6,4,25,7,83,800,112,8,88,9,7,2,42,7,11,9,8,10,8,11,6,174,7,59,46,164,8,5,1,5,155,1,7,5,60,228,8,5,5,4,24,18,11,7,4,32,7,5,410,4,10,4,11,0,26,2,8,15,5,8,162,15,4,10,3,18,36,6,3,372,10,19,5,56,8,5,16,7,19,27,9,12
"340",291,23,16,3,1,61,8,210,4,209,9,9,19,86,6,72,1,50,3,26,113,5,1,4,5,6,1,41,12,12,23,6,87,770,100,4,80,14,2,3,41,20,6,7,6,3,1,5,4,157,5,68,28,221,21,10,6,8,201,4,8,5,49,228,4,2,7,8,24,20,5,6,6,28,11,3,423,2,1,5,23,7,64,10,10,6,6,1,158,19,3,8,5,14,53,7,4,315,14,17,7,64,4,12,15,3,25,24,14,25
"341",315,23,13,2,3,38,12,191,6,226,22,14,10,84,2,89,3,46,2,29,119,4,8,8,1,9,0,35,13,14,20,10,115,746,108,2,82,4,8,10,34,5,21,4,1,5,1,9,4,203,13,64,26,185,21,7,2,14,181,1,16,2,52,236,4,9,9,9,31,29,9,2,3,27,19,0,452,2,12,9,7,1,35,5,7,19,4,3,124,4,0,3,3,17,49,20,9,339,16,14,0,33,15,2,16,4,18,10,10,34
"342",313,23,7,3,2,32,19,264,8,237,9,9,19,112,3,88,7,49,6,8,105,12,4,7,6,19,3,41,11,8,27,6,70,791,89,2,91,6,3,7,22,6,12,3,4,7,4,2,5,200,4,59,21,218,18,4,2,3,213,0,10,8,32,206,6,4,8,7,21,23,11,3,7,38,8,5,408,6,8,10,10,3,31,8,1,7,3,5,172,3,7,3,7,20,34,13,2,335,15,4,7,40,7,6,14,1,23,22,13,22
"343",314,24,26,4,6,55,18,216,11,227,13,3,26,91,4,115,1,54,7,14,119,6,3,8,2,29,13,29,21,0,29,9,112,711,111,5,90,6,4,8,28,9,17,18,4,5,1,2,5,208,5,60,46,189,8,3,4,5,198,2,10,3,73,219,8,3,6,6,32,22,8,6,8,36,11,2,390,6,4,6,9,4,32,8,4,10,9,3,123,4,0,3,7,21,42,9,19,355,12,4,7,28,5,1,7,3,17,14,4,16
"344",303,18,15,4,1,51,19,216,4,238,9,13,26,72,10,116,2,56,4,11,104,8,7,2,4,13,2,23,13,7,22,5,80,735,103,1,70,6,1,10,28,16,20,18,2,3,3,5,6,185,2,58,25,226,19,3,3,4,201,3,10,4,44,245,7,4,3,6,30,28,7,0,9,24,9,2,452,7,11,5,7,3,31,4,4,20,7,3,122,9,3,1,7,13,57,17,8,363,17,1,3,43,8,0,9,21,20,23,7,28
"345",299,21,20,6,3,52,10,203,6,217,15,8,19,75,3,79,5,66,2,14,137,5,6,2,6,7,2,29,13,8,21,7,73,780,91,4,69,5,2,10,47,15,29,8,3,6,1,10,7,215,3,61,27,210,18,6,5,3,205,0,10,3,43,243,10,3,3,13,26,18,12,7,9,28,6,1,462,11,13,3,8,5,50,13,4,9,2,5,113,5,6,4,7,15,34,6,11,305,14,5,9,59,6,10,12,1,23,22,3,31
"346",272,22,22,3,8,68,11,207,6,235,16,8,24,94,11,93,3,62,4,10,116,6,12,3,1,27,1,63,20,10,16,2,73,734,70,6,73,5,0,1,50,19,8,8,10,8,1,6,4,207,4,48,29,175,15,4,0,5,216,4,18,3,37,220,7,4,10,9,20,20,12,5,5,26,2,2,451,6,9,2,10,5,43,9,0,6,8,3,143,2,3,4,15,18,46,13,16,380,18,7,4,34,6,3,20,6,22,24,5,20
"347",347,15,17,7,2,81,6,224,1,224,10,8,18,65,6,86,3,79,3,16,97,8,5,8,5,10,7,35,25,9,16,0,79,783,99,3,71,3,6,10,30,12,10,4,5,1,1,10,10,178,6,46,19,175,11,3,4,1,262,1,11,3,57,243,3,0,14,14,18,17,6,4,8,30,10,1,421,8,7,6,5,0,40,9,5,2,6,0,133,3,3,3,5,12,57,13,24,334,23,3,0,45,9,6,10,9,23,17,4,30
"348",311,17,19,6,1,54,9,195,2,201,13,10,23,85,12,104,2,71,2,12,98,3,0,4,2,24,5,48,13,11,13,11,99,736,107,1,90,7,4,4,48,11,13,6,4,5,5,4,10,217,1,62,42,189,16,7,8,0,211,6,23,2,49,228,7,0,5,12,21,25,6,7,11,38,6,5,402,5,11,28,7,3,29,7,2,12,0,7,141,2,5,4,9,7,37,11,6,326,12,4,5,51,9,12,23,6,25,14,8,31
"349",292,12,37,3,7,56,14,208,1,250,5,4,12,92,2,125,5,64,1,14,123,11,3,4,4,16,3,46,15,13,14,7,91,761,96,0,72,6,3,5,19,8,22,8,10,6,3,6,6,168,1,48,27,224,21,2,8,3,199,13,7,2,60,239,10,0,6,6,27,33,14,7,7,30,4,4,436,2,4,6,13,3,36,18,12,13,12,4,126,11,7,1,3,15,33,8,19,316,13,4,1,35,8,5,18,10,10,21,3,19
"350",263,11,19,1,6,44,10,213,5,255,9,5,20,64,3,81,4,82,0,7,119,4,7,5,4,14,2,26,25,12,27,6,70,763,114,2,78,7,4,2,39,11,11,19,4,11,9,4,2,174,10,39,19,212,29,2,4,6,201,2,19,1,41,262,7,5,2,5,46,21,15,3,17,22,5,1,414,2,22,8,8,3,36,8,4,8,9,1,150,7,4,8,12,14,54,11,24,356,4,9,5,29,9,10,15,6,9,27,5,36
"351",292,14,11,5,1,45,12,181,7,199,11,4,37,88,6,102,3,54,6,7,103,4,5,3,4,28,12,22,27,6,37,4,96,760,94,1,81,6,2,5,28,10,16,8,10,8,6,6,11,188,12,60,24,233,20,6,7,5,202,6,16,5,39,208,6,6,8,13,18,27,8,2,6,37,5,6,440,2,10,1,19,1,32,8,2,11,1,4,129,2,4,1,9,18,38,20,11,392,18,8,6,48,9,4,14,3,14,27,7,26
"352",298,13,19,4,0,54,16,221,1,258,21,9,16,109,5,96,4,52,3,15,89,2,10,8,9,20,9,31,8,14,22,0,80,804,87,2,55,6,1,4,32,20,12,9,1,4,4,4,0,198,1,49,21,210,25,6,4,3,195,7,10,5,48,206,10,1,8,10,25,29,10,2,6,35,5,5,459,9,6,4,9,4,44,11,1,12,3,3,119,10,2,1,2,16,50,10,11,352,21,10,9,43,3,0,13,12,16,9,7,24
"353",353,12,18,0,6,60,14,217,0,223,14,14,30,83,12,103,8,45,7,11,106,4,5,8,2,13,8,36,13,8,17,0,86,717,83,22,78,8,1,4,35,10,18,6,3,0,6,7,8,193,9,63,32,184,10,4,9,2,170,3,8,3,65,217,5,6,5,3,24,31,9,5,0,43,6,4,465,2,6,6,16,4,41,13,4,16,16,4,129,5,10,3,4,19,40,10,21,352,6,5,1,59,6,5,23,3,14,18,3,16
"354",250,16,29,2,1,42,16,233,0,220,13,8,25,86,4,96,4,59,3,11,142,6,6,7,5,14,3,35,14,12,18,16,82,839,83,1,102,5,3,10,35,14,9,16,5,1,5,13,0,203,1,61,20,217,13,0,4,3,213,3,21,4,41,212,1,1,8,7,14,19,6,4,11,28,6,3,435,3,15,12,11,3,39,16,6,3,9,6,118,5,2,2,7,15,35,7,7,346,15,14,5,36,3,6,2,10,22,14,2,26
"355",314,18,22,0,4,47,10,241,6,209,7,1,19,69,9,79,5,47,2,16,119,5,10,8,5,8,4,47,7,14,24,10,86,698,113,4,74,14,1,0,48,10,9,3,9,10,2,7,5,185,3,65,37,215,30,2,3,3,177,7,8,6,49,219,4,5,3,14,39,23,9,10,14,22,9,7,439,7,7,8,4,6,35,25,11,7,4,6,148,7,5,12,12,12,39,8,8,344,24,6,4,46,12,7,15,15,23,30,2,15
"356",291,26,17,2,0,52,20,207,0,230,14,13,27,76,8,86,2,49,6,20,144,2,7,3,4,19,2,19,10,7,33,3,78,772,95,0,78,5,0,7,33,9,14,3,5,7,5,11,9,166,0,55,35,240,21,4,1,10,179,3,6,1,50,224,9,3,12,5,29,27,8,13,10,35,4,0,352,6,10,6,15,4,55,13,8,14,12,1,141,4,1,2,5,15,41,14,11,371,25,6,7,65,12,3,21,0,17,19,11,33
"357",323,29,25,2,4,57,6,217,0,221,16,11,12,91,8,80,10,41,4,15,100,5,7,8,6,24,1,20,29,10,18,4,75,748,83,3,66,7,3,10,31,13,16,11,5,9,6,8,0,173,10,71,18,191,20,4,9,5,209,5,10,5,53,285,4,7,7,4,25,25,11,6,9,47,9,2,441,2,7,5,14,3,30,9,2,17,4,6,127,7,0,3,11,19,63,15,7,314,18,8,2,33,12,4,26,0,24,11,9,25
"358",268,20,24,2,3,42,10,245,5,183,18,13,19,77,9,93,2,41,5,15,110,2,5,6,4,9,9,28,13,19,28,7,120,751,111,1,80,10,1,3,29,13,14,19,3,6,4,15,2,189,5,32,37,170,17,4,3,3,209,3,20,3,41,237,1,9,1,11,15,37,11,2,5,37,12,7,450,3,6,12,18,8,27,5,1,13,9,7,135,4,5,5,6,22,70,9,13,342,15,10,5,55,3,6,14,3,27,14,3,38
"359",304,33,16,13,5,41,12,210,3,228,10,4,18,76,7,93,2,69,4,12,112,9,3,8,1,13,5,40,11,8,11,5,113,747,90,2,69,11,7,6,33,12,18,16,2,2,3,12,9,197,12,71,28,222,12,5,4,3,195,1,6,3,36,199,9,5,4,1,29,18,11,4,5,38,8,9,436,1,24,8,13,0,33,9,5,12,8,1,138,5,2,4,11,19,59,16,9,332,20,8,4,41,7,1,15,4,16,35,10,21
"360",347,25,15,2,3,62,13,231,3,243,3,9,17,74,14,103,5,71,4,10,122,6,6,2,1,15,6,52,8,11,23,2,82,779,120,3,77,6,1,5,25,4,10,8,2,14,9,10,6,202,6,51,14,180,16,4,9,2,184,5,12,5,44,187,9,0,6,4,38,11,10,3,6,45,10,7,375,0,7,12,12,6,43,8,2,4,8,4,132,8,1,6,12,11,39,17,9,378,12,11,16,49,11,3,17,2,12,16,3,15
"361",328,24,21,7,2,75,18,210,8,240,17,9,25,90,14,115,3,59,2,15,102,7,7,3,3,8,6,34,11,7,20,6,68,739,90,4,75,6,1,11,29,8,17,8,4,3,1,6,8,213,4,44,33,218,10,2,2,12,159,5,10,1,50,253,13,2,11,7,20,15,3,2,11,48,7,7,416,3,3,11,6,7,34,13,8,15,7,3,124,7,10,3,10,8,44,18,12,304,14,3,9,43,2,2,24,3,30,21,8,39
"362",296,11,18,4,7,68,18,212,3,189,17,2,13,85,5,84,0,63,7,22,149,10,11,10,4,18,7,28,14,5,16,3,57,792,89,2,75,6,3,2,22,6,13,14,7,4,2,9,6,213,7,42,43,179,28,4,5,3,201,6,22,5,60,223,3,3,8,23,25,24,11,3,21,20,6,5,455,0,10,10,12,4,37,12,6,7,12,1,122,3,3,4,7,11,36,9,9,355,16,7,2,27,6,9,23,6,20,28,4,26
"363",348,16,9,0,4,61,13,237,8,235,9,9,16,65,3,82,7,31,6,17,78,9,4,6,4,28,4,38,14,9,21,0,75,739,92,0,72,5,3,10,35,9,16,12,11,4,5,5,2,206,14,65,25,174,22,8,1,1,191,0,22,9,35,263,5,1,11,8,31,32,8,6,5,31,5,0,449,2,2,6,9,1,14,19,2,9,5,0,166,17,6,4,2,19,44,23,6,329,13,2,11,36,6,7,25,0,35,22,12,32
"364",261,22,15,8,1,50,15,236,2,252,12,5,15,66,3,88,1,41,2,13,93,4,4,2,9,11,3,31,15,19,15,5,71,797,65,3,92,8,2,2,32,18,19,3,7,2,1,29,1,171,1,51,38,189,30,2,4,4,183,14,8,4,33,215,5,3,14,12,25,22,9,10,5,46,6,11,488,3,6,2,3,3,48,12,2,4,12,7,162,6,7,9,10,17,33,12,12,378,4,1,10,58,0,8,16,2,26,20,1,32
"365",364,16,12,4,4,49,10,265,3,236,15,9,22,100,5,84,9,37,2,9,104,8,3,5,3,11,3,60,8,7,14,5,88,769,86,3,61,4,7,5,43,16,23,7,2,4,10,7,4,182,7,57,32,207,20,1,7,4,189,1,10,10,53,195,8,14,12,6,32,26,6,2,5,47,5,1,415,6,9,9,10,5,35,2,14,14,11,1,109,5,4,6,2,8,37,14,9,329,18,7,9,55,9,4,11,3,19,15,7,25
"366",308,11,10,2,6,48,10,239,3,208,12,8,21,89,5,67,10,44,9,17,101,14,5,12,5,17,8,34,17,15,26,4,81,764,120,1,72,12,1,2,12,12,15,12,3,7,2,6,10,199,8,70,29,206,19,5,5,10,198,3,10,6,61,238,1,3,3,15,26,17,5,8,11,42,6,3,419,2,4,12,20,5,26,4,4,13,4,7,126,6,4,8,18,11,43,19,18,351,17,6,7,38,11,7,8,1,11,19,1,26
"367",321,19,10,3,5,29,20,173,5,220,8,5,35,82,8,91,1,46,4,17,106,9,8,4,3,11,4,43,16,2,30,3,91,831,92,3,86,8,4,7,17,6,12,3,10,16,2,11,12,161,15,55,19,200,12,7,4,6,192,0,13,4,51,258,4,3,12,3,24,21,8,1,12,49,12,0,475,4,11,15,6,4,32,15,8,5,8,0,100,3,6,8,9,13,22,10,9,388,7,6,5,34,14,2,9,4,16,28,4,22
