"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"655",4,7,25,4,4,2,2,8,3,3,7,84,11,2,5,7,7,7,1,2220,1,9,11,0,3,29,37,5,6,2,13,5,209,3,4,88,2051,3,1,20,7,41,2,4,1,2,16,10,1,3
"656",3,1,20,8,8,5,13,10,1,4,7,81,10,3,2,4,1,3,3,2261,3,6,15,3,3,33,34,6,15,3,28,11,174,3,3,99,2016,5,0,25,6,32,4,5,0,3,7,6,3,1
"657",2,6,20,15,8,5,6,7,0,2,13,89,8,2,2,7,7,2,3,2237,7,6,7,2,9,34,26,7,8,6,31,4,225,1,1,85,1970,1,9,24,7,52,3,8,3,5,12,4,1,1
"658",1,4,30,10,15,3,6,9,5,3,5,70,10,3,4,7,5,7,1,2259,1,1,4,4,2,25,25,0,6,4,35,4,198,2,6,104,2017,0,7,20,9,35,4,3,6,4,9,4,3,1
"659",1,4,37,12,6,1,6,1,1,6,10,91,7,3,11,3,3,8,2,2274,8,5,13,4,2,24,33,5,9,3,27,2,170,3,6,96,1971,6,2,16,6,56,8,11,3,3,9,8,1,3
"660",4,6,30,15,14,4,14,7,5,9,5,71,20,5,11,8,11,8,2,2188,7,1,6,1,6,33,35,7,9,10,27,6,191,4,4,77,2013,3,3,21,12,46,3,6,4,1,13,5,3,6
"661",2,9,18,9,8,3,11,6,9,8,6,80,11,6,7,4,3,4,2,2291,1,7,12,5,7,21,50,2,16,1,26,9,188,5,7,72,1972,6,4,14,4,36,2,7,3,1,4,13,2,6
"662",2,5,24,21,7,6,9,4,2,8,17,68,21,5,3,4,7,4,0,2259,7,3,6,4,5,24,35,5,13,7,40,8,179,4,5,88,2000,1,2,11,5,33,3,3,7,0,7,10,5,4
"663",0,2,32,17,5,3,4,2,2,1,14,69,11,4,2,2,4,4,2,2247,4,4,10,2,7,30,15,1,7,0,14,8,203,2,2,92,2044,2,3,18,11,43,3,11,3,4,10,14,3,3
"664",3,5,32,19,6,5,4,3,2,2,8,87,9,5,12,5,3,7,4,2188,4,5,7,2,2,33,43,10,4,12,34,10,179,1,1,101,2013,1,2,18,7,49,7,11,3,3,16,10,3,0
"665",1,2,20,6,7,3,6,1,4,1,10,73,11,7,3,2,9,1,1,2280,5,3,6,1,2,30,43,5,7,6,29,7,192,4,1,93,2001,1,3,23,4,48,1,15,1,1,9,4,5,2
"666",0,4,31,9,9,1,6,10,5,5,20,80,15,1,5,4,8,1,1,2337,2,5,19,1,7,29,28,1,8,7,21,2,174,3,1,92,1936,3,4,7,4,57,1,15,3,3,7,4,3,1
"667",5,1,33,14,14,3,8,3,3,4,13,83,11,4,2,7,7,1,4,2280,3,3,10,4,6,39,28,6,9,2,18,2,182,5,2,83,1968,3,1,23,4,55,1,8,6,3,7,8,6,5
"668",0,2,24,13,13,3,6,5,6,2,5,53,6,5,3,6,5,4,6,2310,13,5,8,1,3,26,23,3,11,4,23,3,202,0,8,88,1992,1,5,11,13,44,0,5,1,3,11,7,4,5
"669",2,14,21,6,6,1,7,0,4,4,6,68,6,9,10,3,5,3,5,2365,6,7,9,3,8,27,26,1,10,2,30,6,194,0,2,88,1911,0,1,24,20,40,1,8,4,2,8,6,6,5
"670",8,7,34,9,9,6,4,2,3,2,2,70,16,6,8,5,3,1,4,2310,4,8,2,3,9,28,32,9,6,1,26,3,221,5,5,82,1919,6,6,13,6,44,4,10,8,4,12,6,4,5
"671",0,3,12,12,10,4,5,5,4,4,11,76,17,3,5,4,10,1,1,2258,3,3,16,0,3,32,36,3,16,5,28,8,221,1,5,93,1964,8,5,17,10,42,2,4,1,3,12,8,1,5
"672",0,7,21,12,7,5,7,3,1,7,9,73,10,10,5,2,4,2,8,2332,4,5,12,3,5,36,47,5,10,4,12,4,199,2,5,73,1936,5,2,12,10,41,3,8,2,2,12,3,11,2
"673",5,7,16,1,7,2,6,7,2,3,3,92,4,11,6,1,11,3,5,2292,10,9,6,3,7,19,34,10,12,3,29,3,181,4,7,89,1985,2,1,15,10,44,4,3,7,3,6,5,1,4
"674",3,5,27,10,5,3,8,10,0,3,8,72,16,5,8,3,3,2,2,2318,8,5,14,1,4,25,25,6,8,9,20,3,205,6,2,85,1951,3,3,13,16,37,1,8,0,0,8,11,6,6
"675",1,3,21,12,5,1,0,3,3,2,13,79,22,11,9,3,5,7,1,2334,4,3,18,2,6,42,31,2,9,9,20,4,223,2,3,86,1883,1,3,13,13,48,3,6,10,4,7,4,5,1
"676",2,9,46,10,10,0,5,5,4,1,9,80,17,8,4,0,13,3,1,2197,2,4,11,2,1,35,47,7,17,5,25,9,155,3,3,91,2034,2,1,18,3,63,4,11,3,4,4,8,4,0
"677",11,8,27,10,9,7,10,5,4,0,9,69,13,8,13,2,10,4,2,2191,6,8,7,4,6,30,30,4,11,6,20,4,200,1,3,80,2046,1,4,23,9,47,4,5,4,0,10,7,6,2
"678",3,3,40,20,10,4,6,10,5,0,3,84,12,8,7,1,5,4,6,2389,2,4,8,0,7,31,26,5,6,5,17,7,210,1,4,85,1881,1,1,8,7,35,2,7,2,3,7,0,7,1
"679",2,14,25,10,15,5,7,4,7,7,7,64,10,10,3,2,4,7,1,2294,3,1,10,6,4,31,30,2,9,3,29,6,178,4,1,88,1993,2,4,16,5,37,2,6,3,1,15,8,3,2
"680",5,5,28,12,3,4,7,17,5,7,12,76,7,9,8,1,8,7,0,2218,6,1,7,1,5,15,42,7,15,5,23,3,181,6,2,92,2019,3,5,26,14,52,3,4,3,2,10,5,2,2
"681",0,1,26,4,8,3,7,4,1,6,14,69,8,8,3,5,8,4,2,2264,0,5,10,5,1,27,37,2,9,2,19,3,196,1,7,92,2021,1,1,15,9,51,1,10,6,4,7,8,3,2
"682",2,4,32,12,5,2,4,5,0,10,14,63,14,15,5,6,6,6,4,2255,6,5,7,3,1,38,37,6,15,2,29,7,202,2,5,91,1977,1,1,21,6,38,5,3,0,3,9,9,4,3
"683",5,9,28,10,14,6,9,6,4,4,1,85,15,1,10,2,4,3,0,2285,8,1,19,1,10,23,35,2,15,7,15,2,182,2,2,96,1967,0,1,21,11,32,2,14,1,1,7,12,5,5
"684",2,5,28,10,6,5,2,9,2,5,4,73,11,4,10,1,8,1,3,2265,8,11,2,7,1,37,31,0,12,3,27,3,177,2,8,122,1986,1,1,15,17,41,3,3,5,0,4,12,5,2
"685",0,5,24,13,2,2,12,5,4,0,8,71,11,2,1,6,4,5,1,2316,7,3,6,6,7,35,30,2,12,6,32,2,183,4,2,85,1977,1,5,14,6,53,2,8,1,1,12,2,0,4
"686",4,10,35,12,5,0,6,3,5,1,15,57,19,2,3,6,6,6,1,2351,0,3,11,1,9,23,20,3,12,4,27,8,185,9,7,83,1956,4,1,11,7,33,3,6,7,0,11,4,3,2
"687",1,8,20,14,5,2,3,6,6,7,4,77,23,3,4,3,6,6,9,2314,3,6,14,1,2,31,25,3,3,2,22,5,199,3,1,73,1971,2,14,17,1,36,1,9,4,0,13,10,3,5
"688",2,5,34,9,9,7,11,1,0,8,8,56,8,3,5,0,5,2,1,2268,3,4,4,3,0,26,32,0,12,8,16,5,193,8,2,115,1998,4,1,15,19,46,5,7,1,3,7,13,5,3
"689",2,2,34,18,8,6,4,3,6,6,12,53,7,14,7,1,7,6,2,2302,6,5,14,5,4,24,27,2,8,4,15,10,213,7,4,97,1919,1,0,24,10,57,3,6,6,1,12,11,2,3
"690",0,5,28,6,11,8,1,9,1,4,7,77,11,4,9,1,5,9,3,2375,3,7,8,10,3,41,30,3,11,7,32,3,161,0,4,89,1886,5,6,34,18,33,0,9,6,0,5,3,3,6
"691",2,6,17,10,11,12,10,5,5,3,13,86,25,9,6,10,8,4,2,2277,4,10,12,1,3,16,28,5,9,5,23,9,181,2,7,73,1977,2,3,17,4,40,6,14,7,1,7,8,5,0
"692",5,1,35,18,5,1,3,9,5,8,3,73,19,4,5,6,1,5,0,2279,10,4,5,1,8,31,34,5,13,3,17,1,199,4,4,93,1965,2,4,28,5,43,1,8,6,2,9,3,2,5
"693",4,2,47,14,7,5,2,6,0,3,7,84,7,5,9,3,1,4,0,2186,0,12,8,5,5,20,22,6,20,6,19,1,230,3,7,106,1995,6,7,17,4,48,2,7,1,1,22,8,7,9
"694",3,4,42,8,12,6,2,10,5,1,10,74,17,7,8,2,4,5,2,2246,3,4,12,2,3,41,44,9,11,4,14,5,210,4,10,120,1922,5,3,15,3,38,3,13,2,0,12,10,3,7
"695",4,4,21,13,7,4,7,7,1,4,11,73,23,5,3,4,8,3,0,2273,4,5,9,3,3,28,30,6,11,8,20,5,198,2,3,91,1987,3,1,11,13,44,4,10,2,3,10,9,0,2
"696",0,2,27,17,10,3,7,6,3,3,14,68,17,7,9,12,1,4,7,2332,2,2,6,2,3,38,29,4,9,7,15,7,171,1,7,75,1957,3,8,7,6,53,0,4,10,0,4,13,6,2
"697",2,18,34,8,7,0,3,1,2,2,10,88,27,6,7,6,8,3,3,2279,5,1,10,2,5,32,25,4,6,4,29,4,183,6,1,108,1927,3,6,16,12,55,1,8,1,3,13,8,8,0
"698",2,5,30,6,9,3,4,8,0,1,11,72,26,4,5,4,4,6,4,2357,1,7,22,2,3,29,37,2,11,7,9,2,184,3,6,87,1898,2,7,16,18,47,0,9,5,6,5,10,2,2
"699",2,5,37,14,8,3,1,4,1,2,5,86,21,6,3,4,7,7,0,2252,11,6,18,0,3,35,33,7,10,2,28,12,183,4,9,97,1954,3,1,22,7,42,2,12,1,3,15,3,5,4
"700",2,7,41,6,5,1,8,4,7,1,10,74,11,3,7,5,2,1,1,2360,2,2,12,1,5,32,23,7,5,2,17,3,187,5,2,113,1920,4,1,14,8,40,4,16,2,0,9,4,3,1
"701",2,8,30,11,6,2,4,9,7,1,6,80,21,7,5,1,8,4,3,2282,1,6,5,5,6,22,31,3,20,11,25,2,194,3,2,91,1951,0,7,23,11,36,1,10,9,4,16,4,0,4
"702",5,10,37,5,10,6,7,3,1,0,15,60,19,8,7,1,7,0,1,2289,16,2,12,1,1,35,33,7,8,6,22,4,180,3,4,88,1957,6,2,27,9,33,1,17,8,1,8,8,7,3
"703",4,9,29,10,7,2,10,2,0,3,12,66,10,8,5,1,1,6,2,2251,1,12,12,4,5,38,28,8,5,7,25,7,208,5,7,93,1954,5,4,26,7,52,5,8,4,1,11,10,1,9
"704",4,6,29,13,7,2,8,3,4,4,8,60,20,6,8,3,13,5,0,2233,3,6,9,3,8,29,27,5,11,4,19,9,191,5,2,87,2030,1,5,19,8,42,0,8,5,0,12,10,3,3
"705",3,11,29,11,11,4,4,2,2,3,8,97,13,3,9,3,5,7,5,2318,3,4,16,4,2,18,34,6,7,2,34,5,189,3,4,64,1971,5,6,10,7,26,4,4,5,0,6,7,2,4
"706",4,7,26,20,6,3,13,6,3,3,12,66,4,1,10,1,1,3,3,2226,1,6,12,2,5,20,29,4,7,3,20,5,203,4,4,95,2026,3,5,30,14,36,3,8,4,0,10,12,4,7
"707",1,7,31,8,18,3,6,8,1,1,7,83,15,5,7,0,10,3,4,2321,4,1,4,0,4,30,26,3,9,5,23,1,180,6,2,94,1972,1,0,13,6,45,1,6,4,1,8,4,6,2
"708",0,1,32,15,14,9,8,6,1,5,11,86,22,4,5,2,3,7,3,2297,8,6,17,1,3,39,28,18,7,4,17,5,210,5,0,87,1906,2,2,15,13,35,6,6,1,1,14,6,6,1
"709",3,1,25,11,12,3,3,4,4,4,17,90,14,6,16,2,5,3,0,2208,6,6,8,4,5,14,16,0,10,4,23,5,239,0,5,98,1981,4,3,22,11,50,3,13,6,1,15,13,1,3
"710",1,5,25,18,15,2,11,5,10,4,9,103,14,5,3,0,5,1,1,2256,2,4,14,2,2,32,16,5,7,2,25,6,200,4,2,99,1947,0,6,26,21,28,6,5,18,2,8,9,3,6
"711",2,6,33,9,7,5,8,7,2,7,6,66,14,15,3,2,7,5,1,2332,4,4,12,1,0,33,23,2,17,2,33,5,190,3,4,87,1909,1,2,19,11,58,0,3,5,2,8,13,6,6
"712",1,7,33,15,15,1,4,4,6,3,5,52,18,5,8,2,5,4,2,2275,3,6,17,5,7,28,33,19,13,4,21,6,198,4,4,89,1957,2,0,14,10,53,2,2,3,2,7,13,10,3
"713",2,9,52,9,18,2,4,6,7,4,3,75,12,12,10,0,0,3,7,2312,2,3,11,0,3,29,21,2,18,9,26,3,210,4,8,78,1909,3,1,23,10,33,4,6,0,7,12,8,6,4
"714",0,7,23,6,20,8,4,2,3,3,12,69,13,6,9,2,5,7,0,2223,3,1,10,1,5,21,20,7,3,2,23,4,188,8,7,88,2036,1,1,15,13,68,2,6,4,5,5,7,19,5
"715",5,8,43,5,11,3,3,7,6,1,8,70,20,8,9,2,6,5,5,2191,2,3,15,2,3,35,31,2,9,4,16,8,185,5,4,83,2050,0,4,18,7,52,6,6,3,2,11,7,7,4
"716",0,14,25,13,15,4,1,5,1,0,1,69,23,2,3,4,0,6,1,2270,2,6,9,2,1,23,42,10,2,8,30,8,191,5,6,85,1977,2,5,14,15,50,5,9,3,1,9,10,11,2
"717",0,3,36,13,8,6,2,4,5,5,5,55,17,7,10,4,3,6,5,2307,3,3,6,2,3,25,23,3,8,6,24,7,221,4,9,76,1946,4,4,24,10,53,1,7,3,1,7,8,7,1
"718",1,4,46,17,9,4,7,7,4,2,9,58,14,3,12,2,3,3,4,2322,5,5,8,1,3,31,27,2,13,1,30,3,195,3,5,79,1944,1,1,17,19,37,1,3,10,2,10,5,7,1
"719",3,4,31,14,15,3,9,4,2,4,3,65,9,8,6,1,3,11,2,2275,1,6,6,3,5,29,25,6,3,2,36,6,222,1,0,66,2019,0,6,11,10,34,5,5,2,1,5,5,5,3
"720",3,7,40,7,6,5,6,12,2,2,9,80,10,9,4,4,10,1,4,2271,5,2,17,3,8,42,28,8,10,9,22,2,192,0,7,75,1963,9,1,16,8,36,2,15,4,1,10,5,3,5
"721",3,8,42,8,7,3,5,10,5,4,7,64,12,9,6,3,1,5,4,2317,3,4,6,2,6,25,40,2,11,4,25,7,176,2,0,95,1919,6,2,20,9,74,0,5,2,3,12,5,9,3
"722",2,12,42,8,10,0,14,8,0,2,4,62,11,5,8,6,4,5,2,2243,6,5,9,5,4,35,23,4,7,14,29,2,180,2,5,82,1997,9,0,17,10,60,6,9,2,5,13,9,3,0
"723",9,12,38,12,4,5,5,10,2,4,3,53,23,4,6,0,12,5,2,2302,8,2,12,4,9,23,19,1,4,8,20,3,195,2,4,101,1968,8,5,17,5,34,5,6,2,1,9,7,3,4
"724",0,7,20,19,7,4,7,7,4,4,7,71,3,4,5,0,4,12,7,2329,0,13,12,2,4,17,22,8,9,1,15,4,186,2,0,92,1947,8,12,23,21,45,0,7,2,0,8,8,10,1
"725",1,6,27,17,9,3,4,12,6,6,18,79,8,2,6,2,2,5,1,2262,3,10,10,0,8,34,30,4,7,10,23,2,186,5,3,79,2007,2,1,22,7,36,2,6,8,1,4,9,2,3
"726",1,3,22,10,8,4,8,5,6,1,10,72,6,2,7,6,1,7,3,2284,3,7,19,1,0,30,43,3,12,4,18,1,211,9,2,87,1967,4,1,26,6,38,1,11,2,4,8,2,10,4
"727",3,7,35,7,6,3,6,2,2,4,8,64,7,2,7,5,10,3,1,2247,2,4,8,2,6,33,15,1,5,5,24,1,179,3,4,114,2035,7,0,19,10,42,9,6,1,2,9,17,6,2
"728",6,0,34,18,9,4,4,6,4,8,10,67,14,5,3,6,4,1,0,2311,2,7,11,4,2,30,40,6,13,1,23,4,205,2,3,91,1931,3,3,10,11,42,0,8,1,2,9,10,11,1
"729",6,4,23,16,9,1,16,11,10,4,11,72,8,5,14,2,3,5,3,2323,2,2,13,0,5,22,25,6,7,5,19,10,184,3,2,90,1922,1,5,25,9,39,4,11,5,3,15,3,8,9
"730",0,2,15,10,10,3,4,14,4,1,11,64,13,5,2,6,2,4,0,2291,0,1,11,0,2,30,19,3,12,2,20,3,190,2,7,78,2055,3,3,12,9,35,2,8,5,4,9,8,4,2
"731",3,4,23,11,6,8,3,7,8,0,5,85,23,8,6,1,5,4,2,2319,2,8,13,2,10,34,36,5,4,5,14,3,217,3,4,80,1931,3,1,17,15,22,2,7,9,1,11,4,2,4
"732",1,9,25,9,3,1,12,3,4,4,9,82,12,2,6,2,10,1,0,2263,5,7,11,5,9,24,14,8,6,4,21,3,227,5,1,96,1968,3,3,15,18,37,6,12,1,5,10,11,4,3
"733",2,7,32,8,16,12,1,0,1,1,11,67,20,6,6,3,11,3,3,2289,3,2,9,4,4,20,51,4,12,7,14,11,213,2,2,89,1939,6,1,14,17,38,2,6,0,3,9,7,11,1
"734",0,13,23,21,10,1,2,8,5,4,8,77,20,5,7,1,5,5,4,2247,6,13,4,3,1,29,36,7,6,6,22,8,166,7,6,105,1987,6,6,19,13,42,4,7,1,3,8,9,1,3
"735",11,9,29,18,6,1,13,4,10,1,6,67,21,4,7,4,5,8,2,2324,2,3,4,2,3,28,28,2,10,7,20,4,186,1,0,119,1918,1,2,26,7,49,2,6,0,4,6,7,1,2
"736",2,8,43,11,10,6,9,2,11,8,12,80,13,5,9,5,1,6,1,2281,12,4,10,4,7,39,28,3,17,5,12,10,152,5,2,101,1941,2,5,20,3,49,6,6,6,1,11,4,8,4
"737",3,10,29,8,7,2,9,5,3,2,6,79,12,6,4,1,7,3,7,2221,5,8,5,2,9,26,37,2,16,2,31,6,177,1,4,90,2034,5,5,25,10,37,6,9,4,4,4,4,6,2
"738",1,1,22,6,7,3,5,3,9,4,7,75,17,16,5,0,2,1,2,2357,4,9,3,5,1,24,33,4,9,2,21,4,206,0,2,78,1927,5,5,18,10,40,2,10,3,4,5,12,10,1
"739",4,4,21,13,6,5,5,9,6,4,3,83,6,9,3,4,2,3,4,2253,5,11,6,6,6,26,27,6,6,4,20,2,203,5,2,78,2026,5,6,23,8,43,1,3,3,7,2,6,4,3
"740",1,4,19,7,5,1,1,5,1,2,7,79,9,4,2,4,5,8,0,2243,2,6,10,4,2,27,50,6,5,6,24,7,207,9,5,79,2023,1,6,16,12,36,6,7,5,8,6,15,1,2
"741",6,4,33,15,16,5,6,2,2,7,10,76,9,7,5,3,3,4,3,2325,6,3,5,1,1,45,36,3,5,6,28,11,229,4,2,85,1882,1,3,19,5,40,1,7,5,6,11,9,0,0
"742",5,9,42,3,6,8,5,3,2,1,13,65,12,3,3,0,16,6,0,2287,5,0,9,1,5,25,33,2,12,9,28,1,245,9,8,99,1903,2,4,14,8,45,2,8,3,1,18,6,5,1
"743",4,11,30,3,9,6,6,12,6,11,3,66,14,6,6,1,8,4,0,2258,7,11,2,5,2,36,29,6,13,7,21,5,193,7,5,115,1951,4,1,13,14,51,1,7,5,2,6,9,6,2
"744",2,4,25,8,7,3,2,2,5,3,7,63,17,5,11,1,4,0,3,2264,2,7,6,0,0,35,29,7,6,1,21,3,215,4,1,119,1993,1,2,22,13,40,2,6,0,6,13,5,4,1
"745",6,11,32,7,8,0,5,4,1,0,3,60,16,8,5,0,6,13,10,2342,3,1,3,3,9,28,45,11,2,7,33,1,191,6,3,82,1887,2,4,29,15,47,0,9,4,0,18,11,5,4
"746",4,10,31,4,13,4,7,3,3,2,7,64,14,10,16,2,2,3,3,2259,0,4,11,0,2,43,46,3,16,11,23,3,170,3,4,74,2018,5,1,9,5,41,4,13,3,6,7,0,11,3
"747",4,2,28,15,9,8,6,4,1,8,9,53,20,2,2,2,2,5,4,2271,2,3,4,3,5,38,46,2,16,3,18,3,204,1,5,83,2012,0,2,15,15,32,1,3,8,1,4,6,9,1
"748",4,9,25,8,9,6,5,8,5,7,5,71,5,4,3,3,9,6,3,2248,6,3,20,2,6,34,39,5,10,5,17,4,225,3,4,77,2013,7,0,6,1,46,3,5,3,0,4,4,5,0
"749",3,6,23,4,17,1,6,9,2,4,5,54,9,4,4,3,5,1,3,2252,3,6,11,1,6,24,36,6,10,7,24,3,197,1,3,81,2033,1,4,19,13,57,2,10,7,3,7,9,1,0
"750",5,5,32,6,7,2,4,5,1,0,14,67,13,7,12,2,7,2,2,2294,2,7,11,3,0,26,43,7,7,9,18,3,209,3,0,81,1987,2,7,18,6,30,5,3,4,0,5,4,7,6
"751",2,1,30,7,12,4,12,2,3,5,6,67,20,9,1,3,3,2,2,2276,2,5,8,2,6,35,38,2,10,3,41,2,189,4,3,79,1979,2,2,10,5,56,5,8,10,3,8,11,2,3
"752",5,4,31,16,4,2,4,6,2,0,11,81,16,1,3,3,5,4,0,2206,4,9,7,0,9,27,26,4,16,17,19,4,226,2,3,83,2003,7,0,24,14,50,5,8,2,1,8,9,7,2
"753",5,3,25,21,17,4,9,3,2,6,8,74,12,6,9,4,3,3,2,2241,3,3,4,0,6,41,35,4,6,11,20,4,197,4,7,101,2001,3,0,7,5,38,1,5,8,3,13,6,6,1
"754",2,1,18,11,12,0,7,6,7,6,9,90,4,6,7,3,5,4,0,2264,6,4,8,0,3,26,35,3,8,4,21,3,228,8,6,85,1965,3,4,32,11,43,1,6,3,2,14,1,4,1
"755",2,4,23,10,10,2,5,1,7,4,11,79,26,4,9,1,6,3,3,2272,2,1,7,11,4,38,39,6,7,6,20,3,218,6,4,79,1942,2,9,24,7,54,2,6,0,3,4,9,5,0
"756",6,5,23,7,7,5,11,8,3,4,8,52,13,8,6,0,3,4,4,2270,8,4,8,4,3,33,26,5,9,9,15,3,242,1,4,115,1927,2,1,28,12,40,2,11,2,8,15,7,7,2
"757",3,9,34,13,6,0,9,7,5,2,9,77,11,14,3,1,1,3,0,2243,3,5,8,5,2,32,28,5,5,6,33,2,186,3,2,91,2028,2,8,16,4,32,6,6,2,1,6,9,7,7
"758",2,3,24,16,4,1,10,2,3,3,8,78,12,7,6,9,4,6,3,2270,2,3,15,3,0,35,29,4,9,4,29,3,180,4,5,87,2002,0,2,23,5,47,2,12,5,6,8,2,3,0
"759",3,7,28,9,7,5,9,11,3,2,5,79,8,4,4,3,11,1,3,2211,11,6,12,7,5,29,36,2,4,2,28,4,232,7,5,82,2000,3,8,13,10,34,5,13,3,3,11,6,5,1
"760",3,7,34,11,12,4,8,2,3,1,11,84,12,6,8,6,11,4,3,2284,3,3,15,1,3,34,41,6,17,6,25,7,199,3,3,97,1910,7,4,16,12,42,1,3,2,4,7,4,9,2
"761",2,5,30,5,12,2,7,3,16,1,8,85,13,5,8,2,10,2,1,2299,4,9,5,2,4,30,42,8,2,0,34,6,184,3,5,96,1949,2,4,18,5,28,6,5,4,2,11,10,4,2
"762",3,5,30,14,5,4,7,8,3,7,11,69,23,7,4,1,7,7,5,2246,9,1,6,4,6,28,46,2,5,6,32,2,215,3,3,81,1978,1,2,16,13,28,8,6,3,5,7,6,8,4
"763",0,6,23,7,9,3,10,10,7,7,7,65,11,4,5,4,10,8,2,2281,1,4,20,6,8,43,29,6,6,6,21,4,236,3,3,111,1897,5,3,26,7,39,1,3,1,2,11,5,10,4
"764",2,5,24,11,14,3,3,2,0,4,7,77,16,5,5,5,3,7,1,2191,11,4,13,1,3,30,28,1,19,5,22,3,198,3,6,85,2091,2,3,11,2,35,6,6,7,2,11,2,4,1
"765",3,5,29,8,10,4,4,2,3,0,9,55,8,3,2,4,2,3,3,2290,4,6,14,2,5,41,31,3,11,8,21,2,230,1,2,79,1968,4,3,19,4,48,1,3,6,1,18,9,6,3
"766",1,8,21,8,8,3,3,7,3,3,13,54,18,5,5,5,9,6,0,2211,10,5,10,5,4,24,23,8,13,14,29,11,222,5,4,80,2001,8,6,17,16,46,3,8,2,3,12,8,9,3
"767",2,4,35,16,9,4,3,14,2,0,15,102,10,6,3,5,5,3,1,2280,2,1,9,3,11,23,29,5,9,7,19,9,181,1,0,82,1966,5,2,16,13,44,0,11,2,1,19,5,4,2
"768",7,4,30,7,6,1,6,3,3,2,4,84,12,7,6,2,5,4,2,2232,7,7,6,3,10,37,28,1,7,9,21,6,218,0,3,82,2017,1,6,11,13,38,4,8,3,1,11,8,5,2
"769",1,4,29,22,4,4,2,7,5,6,8,62,29,7,7,6,4,3,0,2256,3,1,4,2,5,24,39,5,7,3,23,0,225,8,3,97,1977,0,1,20,6,38,2,8,1,5,8,10,7,2
"770",1,5,17,1,8,6,6,2,2,5,8,79,9,0,2,4,5,12,4,2292,8,9,11,2,8,29,42,1,5,2,17,3,178,2,10,81,2026,3,5,8,6,40,2,6,6,0,8,5,6,3
"771",2,2,44,20,6,4,5,12,4,5,9,73,9,3,9,5,3,1,2,2263,2,7,7,1,8,24,23,1,8,10,15,5,209,5,3,103,1941,3,3,28,16,57,2,8,3,7,8,8,2,2
"772",4,7,30,5,14,0,8,2,5,3,7,51,17,6,3,2,3,6,3,2261,1,3,4,8,2,41,36,7,13,5,16,4,240,6,4,87,1961,0,4,9,11,58,1,9,2,1,14,5,11,0
"773",1,10,31,9,4,8,8,5,0,2,9,74,6,9,6,6,16,7,3,2268,14,3,14,1,4,28,33,5,9,4,19,5,202,2,1,89,1973,1,1,37,9,31,2,8,4,0,2,13,3,1
"774",0,3,38,10,7,3,6,8,7,1,5,81,17,4,2,2,2,5,2,2239,0,5,20,0,3,32,26,2,19,6,22,4,181,0,1,107,2009,3,0,17,11,50,7,10,1,2,3,11,3,3
"775",1,2,30,12,5,6,6,8,2,4,10,68,15,6,6,3,5,3,1,2323,0,1,6,2,2,24,26,10,8,6,19,8,191,2,5,84,1973,2,7,11,11,36,4,6,11,0,9,6,9,5
"776",7,2,38,5,10,3,11,1,6,5,4,92,7,3,5,1,4,6,4,2348,4,7,10,2,2,25,18,4,11,2,30,10,163,6,4,88,1935,1,4,17,12,50,2,4,2,4,11,5,3,2
"777",0,7,25,13,5,2,8,4,4,2,12,75,10,6,5,1,9,6,5,2303,1,5,17,3,6,21,33,8,6,15,21,1,192,7,4,116,1937,5,2,11,7,37,3,9,7,1,11,8,0,4
"778",6,5,38,5,11,2,7,5,1,7,10,82,13,2,6,3,1,2,4,2247,3,4,9,2,3,33,30,6,12,3,16,4,182,1,4,104,2029,4,0,16,10,30,1,9,4,0,10,8,0,6
"779",2,4,33,16,7,2,8,8,5,3,7,49,12,9,2,6,6,2,2,2193,5,5,10,3,5,28,34,8,11,5,19,3,213,2,2,95,2043,5,3,17,9,51,1,8,8,1,12,6,10,2
"780",1,0,32,8,7,4,3,6,4,5,10,66,23,2,7,4,2,9,0,2318,6,8,15,0,6,32,36,10,2,9,21,6,201,2,7,86,1884,6,3,28,8,67,8,9,1,3,10,6,7,2
"781",2,1,31,12,6,1,2,5,5,1,9,83,5,3,0,1,8,3,1,2305,1,1,5,1,5,38,31,4,6,8,26,7,214,2,3,96,1958,2,6,20,5,35,5,10,3,0,9,9,5,1
"782",2,5,38,12,14,6,3,5,5,2,7,67,9,8,11,2,10,0,0,2311,3,3,7,3,5,25,27,1,10,4,22,2,187,4,3,90,1970,0,2,18,10,38,6,16,2,3,4,5,6,7
"783",0,12,31,16,10,4,7,3,3,4,4,71,17,4,6,4,6,2,3,2233,3,4,10,2,6,26,29,4,8,12,22,7,195,5,5,87,2019,3,1,12,15,46,1,6,2,0,12,8,5,5
"784",3,2,38,9,9,4,6,3,4,7,4,74,11,4,2,7,3,3,3,2341,6,4,2,3,7,30,43,9,4,4,23,4,183,2,4,97,1942,3,2,8,7,40,2,4,3,3,8,6,6,4
"785",1,5,29,10,17,3,6,1,1,2,10,73,9,8,3,4,4,3,1,2310,5,4,12,4,0,19,39,5,9,2,21,7,208,0,4,91,1958,4,4,12,11,22,6,1,0,3,17,14,12,6
